id,total_cons,avg_price_var,avg_price_fix,avg_price_var_scaled,avg_price_fix_scaled,price_sens_var,price_sens_fix,churn
0002203ffbb812588b632b9e628cc38d,22034.0,0.10043083333333334,27.134488266666665,10043.083333333334,2713448.8266666667,2.194723477348783,0.008120311297041407,0.0
0004351ebdd665e6ee664792efc4fd13,4060.0,0.048808833333333336,14.79515012,4880.883333333333,1479515.012,0.8319891161447557,0.002744152280033212,0.0
0010bcc39e42b3c2131ed2ce55246e3c,7440.0,0.0605195,15.106569986666665,6051.95,1510656.9986666664,1.254067239308892,0.004926328437941143,0.0
00114d74e963e47177db89bc70108537,11272.0,0.0493086111111111,14.755643453333333,4930.86111111111,1475564.3453333334,2.2864770299183537,0.007639111120873304,0.0
0013f326a839a2f6ad87a1859952d227,267414.0,0.10217949999999998,27.15259,10217.949999999999,2715259.0,26.17993232408321,0.09848563249399045,0.0
00184e957277eeef733a7b563fdabd06,16072.0,0.04921244444444445,14.755643453333333,4921.2444444444445,1475564.3453333334,3.2665391391362895,0.010892103791223894,0.0
001987ed9dbdab4efa274a9c7233e1f4,129976.0,0.09935883333333333,27.098284800000002,9935.883333333333,2709828.48,13.084223802224935,0.04796485200139056,0.0
0019baf3ed1242cd99b3cb592030446f,528.0,0.08914975000000001,19.320643453333332,8914.975,1932064.3453333331,0.0607645113956641,0.0002750606598435697,1.0
001cb880d847a0b63b404a48e50aec17,12128.0,0.04836619444444443,14.790211753333333,4836.619444444443,1479021.1753333332,2.5100405802146883,0.008200049841315823,1.0
001cd16732dc7d5bdf46b0d49996c271,7805.0,0.05745633333333333,15.063051286666665,5745.633333333332,1506305.1286666666,1.382940976000918,0.005184395378425939,0.0
001dc71143f45cb58aaccc2e94823c5a,12500.0,0.04910261111111111,14.785273486666666,4910.261111111112,1478527.3486666668,2.546123524480111,0.008454392279024375,0.0
0024bc8ffe90ec2d5f5be3b5cd7bf2cf,6883.0,0.04997108333333333,14.790211786666667,4997.108333333334,1479021.1786666668,1.377635334397831,0.004653771679582556,0.0
002b3009d069858b471918402fb237b7,0.0,0.08741216666666667,34.677296000000005,8741.216666666667,3467729.6,0.0,0.0,0.0
002d70a2bdf9cf62f10d1efbea890f69,60890.0,0.049516527777777784,14.785273420000001,4951.652777777778,1478527.342,12.300005632180913,0.04118303585602324,0.0
002dc7935f7b6f855aaa3d1bd242ab9a,6542.0,0.09723416666666668,27.15259,9723.416666666666,2715259.0,0.6729861290711882,0.002409346585353368,0.0
0030bd55614c2c5e693e04b64faa6445,963288.0,0.0846371388888889,14.785273486666666,8463.71388888889,1478527.3486666668,113.82134865156648,0.6515211703741466,0.0
003742573bb97760793ced15e3e11745,5463.0,0.049984499999999994,14.821075653333333,4998.45,1482107.565333333,1.093137895311645,0.0036863202934046355,0.0
